,ItemNumber,Category,CategoryName,ItemDescription,BottleVolume(ml),Proof,Imported,Type
3834,86715,1701100.0,temporary & specialty packages,ole smoky shine nog moonshine,750.0,35.0,domestic,whiskey
3835,921592,1011200.0,straight bourbon whiskies,ha eh taylor jr warehouse c,750.0,100.0,domestic,whiskey
3836,927479,1011500.0,straight rye whiskies,cody road bourbon buy the barrel,750.0,90.0,domestic,whiskey
3837,16580,1700000.0,temporary &  specialty packages,bakers 7yr,750.0,107.0,domestic,other
3838,927126,1011600.0,straight rye whiskies,russells reserve rye 6yr,750.0,90.0,domestic,whiskey
3839,86468,1701100.0,temporary & specialty packages,redemption straight rye rum cask finish,750.0,94.0,domestic,rum
3840,995203,1032200.0,imported flavored vodka,polugar no. 2 garlic & pepper vodka 750ml,750.0,77.0,imported,vodka
3841,980524,1081200.0,cream liqueurs,sugarlands appalachian strawberry dream sippin cream,750.0,40.0,domestic,liqueur
3842,978108,1081200.0,cream liqueurs,banana pudding sippin'' cream,750.0,40.0,domestic,liqueur
3843,37195,1031100.0,american vodkas,ccd vodka,750.0,80.0,domestic,vodka
3844,916122,1092100.0,imported distilled spirit specialty,shinobu pure malt whisky,750.0,86.0,imported,whiskey
3845,988475,1022200.0,100% agave tequila,jaja reposado,750.0,80.0,domestic,tequila
3846,997976,1012400.0,irish whiskies,the whistler oloroso sherry cask irish whiskey,750.0,86.0,domestic,whiskey
3847,988257,1022300.0,mezcal,gracias a dios mezcal espadin reposado,750.0,90.0,domestic,tequila
3848,997977,1012400.0,irish whiskies,the whistler imperial stout cask irish whiskey,750.0,86.0,domestic,whiskey
3849,987328,1022200.0,100% agave tequila,chamucos blanco,750.0,40.0,domestic,tequila
3850,39299,1031100.0,american vodkas,american liquor co vodka,750.0,80.0,domestic,vodka
3851,982756,1081300.0,american cordials & liqueur,dekuyper cranberry crush,750.0,30.0,domestic,liqueur
3852,997871,1022200.0,100% agave tequila,4 copas tequila anejo - usda organic and kosher certified,750.0,80.0,domestic,tequila
3853,964464,1082100.0,imported cordials & liqueur,bigallet china china,750.0,80.0,imported,liqueur
3854,946917,1062500.0,flavored rum,sammy's beach bar rum red head (macadamia nut),750.0,70.0,domestic,rum
3855,984398,1081400.0,american schnapps,99 whipped mini,50.0,99.0,domestic,schnapps
3856,80443,1701100.0,temporary & specialty packages,somrus coffee grab n go mini,50.0,27.0,domestic,other
3857,101463,1701100.0,temporary & specialty packages,bombay sapphire gin spray can tin,750.0,94.0,domestic,gin
3858,101452,1701100.0,temporary & specialty packages,dewars discovery pack w/ 2 minis,850.0,80.0,domestic,other
3859,26196,1011600.0,straight rye whiskies,templeton 10yr single barrel rye,750.0,104.0,domestic,whiskey
3860,946916,1062200.0,puerto rico & virgin islands rum,sammy's beach bar rum,750.0,80.0,domestic,rum
3861,984151,1081300.0,american cordials & liqueur,99 oranges,750.0,99.0,domestic,liqueur
3862,101214,1701100.0,temporary & specialty packages,bacardi ocho mixing glass & spoon pack,750.0,80.0,domestic,other
3863,101232,1700000.0,temporary &  specialty packages,ardbeg an oa 6 750ml smoker vap,750.0,93.0,domestic,other
3864,977331,1091100.0,american distilled spirit specialty,blockaders blackberry moonshine,750.0,40.0,domestic,whiskey
3865,37384,1031100.0,american vodkas,asteria vodka,750.0,80.0,domestic,vodka
3866,101665,1701100.0,temporary & specialty packages,stumpys spirits cocktail collection gift set,4500.0,25.0,domestic,cocktails
3867,36928,1031100.0,american vodkas,conciere vodka,1000.0,80.0,domestic,vodka
3868,926508,1011200.0,straight bourbon whiskies,straight corn whiskey,750.0,123.0,domestic,whiskey
3869,101248,1701100.0,temporary & specialty packages,teeling trinity pack,50.0,92.0,domestic,other
3870,986021,1011100.0,blended whiskies,cody road experimental - madeira barrel finish bourbon,750.0,101.0,domestic,whiskey
3871,16466,1700000.0,temporary &  specialty packages,1792 bottled in bond bourbon,750.0,100.0,domestic,whiskey
3872,987184,1022300.0,mezcal,bozal barril mezcal reserva,750.0,94.0,domestic,tequila
3873,942085,1062300.0,flavored rum,angostura 7yr dark caribbean rum,750.0,80.0,domestic,rum
3874,906307,1012300.0,single malt scotch,tobermory 12yr,750.0,93.0,domestic,whiskey
3875,57070,1701100.0,temporary & specialty packages,benchmark egg nog,750.0,30.0,domestic,other
3876,902536,1901200.0,special order items,chartreuse yellow,750.0,80.0,domestic,other
3877,943835,1062300.0,flavored rum,don q gran reserva xo,750.0,80.0,domestic,rum
3878,928194,1011100.0,blended whiskies,second glance american whiskey,750.0,88.0,domestic,whiskey
3879,76436,1701100.0,temporary & specialty packages,old st. nick''s egg nog,750.0,25.0,domestic,other
3880,959845,1071100.0,cocktails /rtd,negroni,200.0,50.0,domestic,cocktails
3881,961220,1071100.0,cocktails /rtd,home school blood orange manhattan,200.0,70.0,domestic,cocktails
3882,987185,1022300.0,mezcal,bozal cenizo mezcal,750.0,94.0,domestic,tequila
3883,995508,1062300.0,flavored rum,don pancho origenes 8yr rum,750.0,80.0,domestic,rum
3884,942088,1062300.0,flavored rum,angostura rum 1919,750.0,40.0,domestic,rum
3885,968886,1081200.0,cream liqueurs,tf cr�me menthe blanche,750.0,56.0,domestic,liqueur
3886,86375,1701100.0,temporary & specialty packages,sheep dog holiday minis,50.0,70.0,domestic,other
3887,999921,1011200.0,straight bourbon whiskies,boot hill distillery bourbon whiskey,750.0,90.0,domestic,whiskey
3888,916016,1012300.0,single malt scotch,paul john classic,750.0,110.0,domestic,whiskey
3889,928691,1042100.0,imported dry gins,masahiro okinawa gin recipe 1,750.0,94.0,imported,gin
3890,935025,1032000.0,imported vodka,van gogh chocolate,750.0,70.0,imported,vodka
3891,101582,1701100.0,temporary & specialty packages,southern comfort holiday cocktail calendar,50.0,100.0,domestic,cocktails
3892,902853,1901200.0,special order items,dalmore cigar malt scotch,750.0,86.0,domestic,whiskey
3893,916100,1092100.0,imported distilled spirit specialty,kujira 12 year single grain ryukyu whisky,750.0,80.0,imported,whiskey
3894,999930,1011700.0,corn whiskies,methanol moonshine christmas 2021,750.0,100.0,domestic,whiskey
3895,911446,1012100.0,canadian whiskies,jp wisers rye,750.0,90.0,domestic,whiskey
3896,927188,1011600.0,straight rye whiskies,sagamore spirit cask strength straight rye whiskey,750.0,112.0,domestic,whiskey
3897,943836,1062300.0,flavored rum,don q reserva 7,750.0,80.0,domestic,rum
3898,987192,1022300.0,mezcal,bozal tobala reserva mezcal,750.0,92.0,domestic,tequila
3899,943780,1062300.0,flavored rum,don q double aged rum sherry cask finish,750.0,80.0,domestic,rum
3900,943665,1062100.0,gold rum,dictador insolent,750.0,80.0,domestic,rum
3901,935466,1032200.0,imported flavored vodka,van gogh dutch caramel vodka,750.0,70.0,imported,vodka
3902,926760,1011600.0,straight rye whiskies,lip service rye,750.0,90.0,domestic,whiskey
3903,946218,1062200.0,puerto rico & virgin islands rum,members mark silver rum,1750.0,80.0,domestic,rum
3904,987187,1022300.0,mezcal,bozal jabali reserva mezcal,750.0,94.0,domestic,tequila
3905,101561,1701100.0,temporary & specialty packages,makers mark w/ serving tray,1750.0,90.0,domestic,other
3906,917672,1091100.0,american distilled spirit specialty,duke kentucky straight bourbon whiskey,750.0,88.0,domestic,whiskey
3907,990410,1082100.0,imported cordials & liqueur,paolucci amaro ciociaro,750.0,60.0,imported,liqueur
3908,76438,1701100.0,temporary & specialty packages,old st. nick''s egg nog,1750.0,25.0,domestic,other
3909,80438,1081200.0,cream liqueurs,ricura,750.0,25.0,domestic,liqueur
3910,929256,1041100.0,american dry gins,barr hill gin,750.0,90.0,domestic,gin
3911,928903,1042100.0,imported dry gins,the botanist mini,50.0,92.0,imported,gin
3912,952186,1051100.0,american brandies,christian bros grand reserve vsop,750.0,80.0,domestic,brandy
3913,101583,1701100.0,temporary & specialty packages,glenmorangie tale of winter,750.0,92.0,domestic,other
3914,86494,1701100.0,temporary & specialty packages,thomas s. moore port casks extended cask finish,750.0,99.0,domestic,other
3915,86492,1701100.0,temporary & specialty packages,thomas s. moore chardonnay cask extended cask finish,750.0,98.0,domestic,other
3916,86490,1701100.0,temporary & specialty packages,thomas s. moore cabernet sauvignon cask extended cask finish,750.0,95.0,domestic,other
3917,44306,1062310.0,spiced rum,calico jack spiced,750.0,80.0,domestic,rum
3918,902044,1081900.0,misc. american cordials & liqueurs,dekuyper strawberry liqueur,750.0,45.0,domestic,liqueur
3919,87697,1022200.0,100% agave tequila,solana reposado,750.0,80.0,domestic,tequila
3920,86023,1701100.0,temporary & specialty packages,cody road experimental - merlot barrel finish bourbon,750.0,90.0,domestic,whiskey
3921,76033,1081700.0,distilled spirits specialty,midnight moon peach,750.0,70.0,domestic,other
3922,5688,1011100.0,blended whiskies,mossburn speyside blended malt scotch whisky,750.0,92.0,domestic,whiskey
3923,27188,1011600.0,straight rye whiskies,sagamore spirit cask strength,750.0,112.0,domestic,whiskey
3924,45925,1062500.0,flavored rum,selvarey owners reserve gift box,750.0,80.0,domestic,rum
3925,87898,1022200.0,100% agave tequila,severo anejo tequila,750.0,80.0,domestic,tequila
3926,994972,1012300.0,single malt scotch,ha glendronach 12yr original,750.0,86.0,domestic,whiskey
3927,995869,1012300.0,single malt scotch,glengoyne single malt scotch legacy series - chapter three,750.0,96.0,domestic,whiskey
3928,39255,1031200.0,american flavored vodka,natural light black cherry lemonade vodka,750.0,60.0,domestic,vodka
3929,101658,1701100.0,temporary & specialty packages,bombay sapphire fever tree variety pack,750.0,94.0,domestic,other
3930,101631,1701100.0,temporary & specialty packages,ciroc vap with 2 minis,800.0,80.0,domestic,other
3931,33661,1032200.0,imported flavored vodka,svedka strawberry lemonade mini,600.0,70.0,imported,vodka
3932,88427,1022200.0,100% agave tequila,deleon reposado,750.0,80.0,domestic,tequila
3933,65427,1082100.0,imported cordials & liqueur,licor 43 original liqueur,1000.0,62.0,imported,liqueur
3934,32369,1041100.0,american dry gins,svedka modern style gin,750.0,80.0,domestic,gin
3935,33656,1032200.0,imported flavored vodka,svedka mango pineapple mini,600.0,70.0,imported,vodka
3936,90015,1022200.0,100% agave tequila,flecha azul anejo,750.0,80.0,domestic,tequila
3937,26067,1011100.0,blended whiskies,cm cold zero whiskey,750.0,92.0,domestic,whiskey
3938,25251,1011100.0,blended whiskies,whiskeysmith blood orange flavored whiskey,750.0,60.0,domestic,whiskey
3939,26101,1012400.0,irish whiskies,keepers hearts irish whiskey,700.0,86.0,domestic,whiskey
3940,100944,1701100.0,temporary & specialty packages,crown royal w/2 shot glasses,750.0,80.0,domestic,other
3941,27162,1011600.0,straight rye whiskies,sagamore spirit signature rye whiskey,750.0,83.0,domestic,whiskey
3942,911010,1012100.0,canadian whiskies,lohin mckinnon single malt,750.0,80.0,domestic,whiskey
3943,31034,1041100.0,american dry gins,oregon spirit dry gin,750.0,92.0,domestic,gin
3944,26063,1011100.0,blended whiskies,devils sister peach,750.0,70.0,domestic,whiskey
3945,978195,1011200.0,straight bourbon whiskies,gold bar black bourbon double casked,750.0,92.0,domestic,whiskey
3946,39026,1031200.0,american flavored vodka,copper still jalapeno flavored vodka,750.0,80.0,domestic,vodka
3947,49069,1052100.0,imported brandies,remy martin tercet,750.0,84.0,imported,brandy
3948,22219,1701100.0,temporary & specialty packages,woodford reserve kentucky derby 2015,1000.0,90.0,domestic,other
3949,988261,1022200.0,100% agave tequila,gran cava de oro  anejo,750.0,80.0,domestic,tequila
3950,72935,1062300.0,flavored rum,ccd spiced rum,750.0,80.0,domestic,rum
3951,89123,1701100.0,temporary & specialty packages,cazadores reposado,1750.0,80.0,domestic,other
3952,36754,1032100.0,imported vodkas,koskenkorva vodka,750.0,80.0,imported,vodka
3953,66763,1062500.0,flavored rum,selvarey chocolate rum infused with natural chocolate flavor,750.0,70.0,domestic,rum
3954,74807,1011400.0,tennessee whiskies,jack daniels tennessee apple,1750.0,70.0,domestic,whiskey
3955,934962,1901200.0,special order items,sooh three olives orange,750.0,70.0,domestic,other
3956,934349,1901200.0,special order items,finlandia vodka raspberry,1000.0,75.0,domestic,vodka
3957,58003,1071100.0,cocktails /rtd,cazadores margarita rts,1750.0,25.0,domestic,cocktails
3958,76514,1701100.0,temporary & specialty packages,sip shine razz-berry shineade,750.0,40.0,domestic,other
3959,76025,1701100.0,temporary & specialty packages,midnight moon watermelon,1750.0,70.0,domestic,other
3960,17190,1011500.0,straight rye whiskies,calumet farm 8yr,750.0,90.0,domestic,whiskey
3961,27778,1081600.0,whiskey liqueur,dr. honey whiskey,750.0,60.0,domestic,whiskey
3962,90019,1022200.0,100% agave tequila,flecha azul reposado,750.0,80.0,domestic,tequila
3963,27793,1081600.0,whiskey liqueur,dr. apple whiskey mini,500.0,60.0,domestic,whiskey
3964,995185,1012300.0,single malt scotch,glenglassaugh revival,750.0,92.0,domestic,whiskey
3965,15911,1701100.0,temporary & specialty packages,tullamore dew cider cask,750.0,80.0,domestic,other
3966,16300,1011700.0,corn whiskies,cm obtainium light whiskey bottled in bond,750.0,100.0,domestic,whiskey
3967,944240,1062100.0,gold rum,pussers navy rum 15yr,750.0,80.0,domestic,rum
3968,76027,1701100.0,temporary & specialty packages,midnight moon apple pie,1750.0,70.0,domestic,other
3969,27801,1081600.0,whiskey liqueur,dr. peach whiskey mini,500.0,60.0,domestic,whiskey
3970,26269,1011300.0,single barrel bourbon whiskies,century farms prairie states bourbon,750.0,92.0,domestic,whiskey
3971,43676,1062200.0,puerto rico & virgin islands rum,selvarey white rum,750.0,80.0,domestic,rum
3972,87684,1022300.0,mezcal,codigo 1530 mezcal artesanal joven,750.0,84.0,domestic,tequila
3973,43325,1062200.0,puerto rico & virgin islands rum,captain morgan white mini,500.0,80.0,domestic,rum
3974,76513,1701100.0,temporary & specialty packages,sip shine arnold shiner,750.0,40.0,domestic,other
3975,977050,1091100.0,american distilled spirit specialty,field fire,750.0,70.0,domestic,other
3976,1016,1701100.0,temporary & specialty packages,glenlivet w/2 glasses,750.0,80.0,domestic,other
3977,44218,1062200.0,puerto rico & virgin islands rum,barton light rum,1750.0,80.0,domestic,rum
3978,928282,1091300.0,neutral grain spirits flavored,climax fire no. 32 cinnamon spice,750.0,80.0,domestic,other
3979,986743,1091300.0,neutral grain spirits flavored,ole smoky moonshine - big orange,750.0,40.0,domestic,whiskey
3980,27777,1081600.0,whiskey liqueur,dr. honey whiskey mini,500.0,60.0,domestic,whiskey
3981,37512,1031100.0,american vodkas,cold zero vodka,750.0,80.0,domestic,vodka
3982,76515,1701100.0,temporary & specialty packages,sip shine shine berry sweet tea,750.0,40.0,domestic,other
3983,926464,1011200.0,straight bourbon whiskies,sooh stranahans blue peak,750.0,86.0,domestic,whiskey
3984,980520,1081200.0,cream liqueurs,sugarlands appalachian dark chocolate coffee sippin cream,750.0,40.0,domestic,liqueur
3985,76059,1701100.0,temporary & specialty packages,midnight moon lightning lemonade,1750.0,70.0,domestic,other
3986,73072,1081300.0,american cordials & liqueur,luster lavender limoncello,750.0,56.0,domestic,liqueur
3987,80600,1081400.0,american schnapps,arrow peppermint schnapps traveler pet,750.0,54.0,domestic,schnapps
3988,37080,1031100.0,american vodkas,dixie vodka,1000.0,80.0,domestic,vodka
3989,100939,1071100.0,cocktails /rtd,on the rocks combo pack 200ml,200.0,40.0,domestic,cocktails
3990,25189,1011600.0,straight rye whiskies,cm 5yr obtainium rye whiskey,750.0,113.0,domestic,whiskey
3991,951550,1052100.0,imported brandies,romate solera reserva brandy,750.0,80.0,imported,brandy
3992,10775,1701100.0,temporary & specialty packages,crown royal peach mini,50.0,70.0,domestic,other
3993,925479,1011100.0,blended whiskies,ha orphan barrel fable & folly,750.0,90.0,domestic,whiskey
3994,101710,1081600.0,whiskey liqueur,fireball window box minis,50.0,66.0,domestic,whiskey
3995,87708,1022200.0,100% agave tequila,bosscal joven mezcal,750.0,84.0,domestic,tequila
3996,64306,1032200.0,imported flavored vodka,ciroc summer citrus,375.0,70.0,imported,vodka
3997,995678,1062300.0,flavored rum,doc brown really bad rum dark,750.0,80.0,domestic,rum
3998,73071,1081300.0,american cordials & liqueur,luster classic limoncello,750.0,56.0,domestic,liqueur
3999,987155,1031100.0,american vodkas,north shore vodka,750.0,80.0,domestic,vodka
4000,87990,1022300.0,mezcal,los siete misterios doba yej,750.0,91.0,domestic,tequila
4001,25215,1011600.0,straight rye whiskies,elijah craig rye,1750.0,94.0,domestic,whiskey
4002,87644,1022200.0,100% agave tequila,familia camarena silver,1750.0,80.0,domestic,tequila
4003,66019,1081100.0,coffee liqueurs,mozart chocolate coffee cream liqueur,750.0,34.0,domestic,liqueur
4004,48656,1701100.0,temporary & specialty packages,martell cordon bleu,750.0,80.0,domestic,other
4005,928770,1042100.0,imported dry gins,opihr gin,750.0,85.0,imported,gin
4006,87136,1022200.0,100% agave tequila,asombroso silver tequila,750.0,80.0,domestic,tequila
4007,991228,1011200.0,straight bourbon whiskies,1792 full proof buy the barrel,750.0,125.0,domestic,whiskey
4008,26503,1011600.0,straight rye whiskies,wheel horse rye,750.0,101.0,domestic,whiskey
4009,87112,1022200.0,100% agave tequila,azteca azul reposado tequila,750.0,80.0,domestic,tequila
4010,42186,1062200.0,puerto rico & virgin islands rum,myers's platinum white,750.0,80.0,domestic,rum
4011,986990,1011800.0,iowa distillery whiskies,cedar ridge sir maple bourbon whiskey,750.0,86.0,domestic,whiskey
4012,86830,1701100.0,temporary & specialty packages,ole smoky margarita moonshine,750.0,40.0,domestic,whiskey
4013,903786,1901200.0,special order items,distillers gin no. 6,750.0,90.0,domestic,gin
4014,87305,1022200.0,100% agave tequila,dos primos reposado,750.0,80.0,domestic,tequila
4015,15770,1012400.0,irish whiskies,the irishman harvest irish whiskey,750.0,80.0,domestic,whiskey
4016,86955,1701100.0,temporary & specialty packages,ole smoky strawberry mango margarita moonshine,750.0,40.0,domestic,whiskey
4017,26062,1011100.0,blended whiskies,devils sister apple,750.0,70.0,domestic,whiskey
